
="",="(1)",="(2)",="(3)"
="",="ln_neg",="负面新闻数_t1",="负面新闻数_t1"

="main",="",="",=""
="esg",="-0.206**",="-0.221***",="-0.232***"
="",="(0.0888)",="(0.0835)",="(0.0896)"

="Treat",="-0.696***",="-0.178***",="-0.826***"
="",="(0.0670)",="(0.0646)",="(0.0716)"

="Post",="-0.110*",="-0.134**",="-0.163**"
="",="(0.0653)",="(0.0553)",="(0.0635)"

="ESG_Treat",="1.289***",="1.456***",="1.575***"
="",="(0.188)",="(0.177)",="(0.196)"

="ESG_Post",="0.542***",="0.622***",="0.620***"
="",="(0.127)",="(0.113)",="(0.122)"

="Treat_Post",="0.103",="0.0615",="0.107"
="",="(0.0910)",="(0.0844)",="(0.0929)"

="ESG_Treat_Post",="-0.352",="-0.314",="-0.419"
="",="(0.267)",="(0.237)",="(0.262)"

="ln_size",="0.354***",="0.383***",="0.387***"
="",="(0.0213)",="(0.0195)",="(0.0211)"

="ZCFZL",="0.00409***",="0.00492***",="0.00403**"
="",="(0.00158)",="(0.00152)",="(0.00157)"

="ROE",="0.000821",="0.00264",="-0.000218"
="",="(0.00433)",="(0.00385)",="(0.00423)"

="jgcg",="-0.0138***",="-0.0144***",=""
="",="(0.00154)",="(0.00139)",=""

="1.id",="0",="",="0"
="",="(.)",="",="(.)"

="2.id",="-0.370***",="",="-0.289***"
="",="(0.0216)",="",="(0.0221)"

="3.id",="-0.373***",="",="-0.430***"
="",="(0.0142)",="",="(0.0146)"

="4.id",="-0.0447*",="",="-0.0351"
="",="(0.0239)",="",="(0.0233)"

="5.id",="-0.0257",="",="-0.0310"
="",="(0.0210)",="",="(0.0221)"

="6.id",="0.593***",="",="0.651***"
="",="(0.0314)",="",="(0.0329)"

="7.id",="-0.0322**",="",="-0.0239"
="",="(0.0159)",="",="(0.0205)"

="8.id",="0.113***",="",="0.208***"
="",="(0.0189)",="",="(0.0200)"

="9.id",="0.267***",="",="0.301***"
="",="(0.0269)",="",="(0.0291)"

="10.id",="-0.306***",="",="-0.469***"
="",="(0.0176)",="",="(0.0165)"

="11.id",="-0.0518**",="",="0.152***"
="",="(0.0230)",="",="(0.0193)"

="12.id",="-0.508***",="",="-0.357***"
="",="(0.0141)",="",="(0.0157)"

="13.id",="0.135***",="",="0.270***"
="",="(0.0234)",="",="(0.0293)"

="14.id",="-0.0417***",="",="-0.0699***"
="",="(0.0158)",="",="(0.0181)"

="15.id",="0.779***",="",="0.793***"
="",="(0.0222)",="",="(0.0269)"

="16.id",="-0.0775***",="",="-0.276***"
="",="(0.0259)",="",="(0.0249)"

="17.id",="-0.119***",="",="0.172***"
="",="(0.0262)",="",="(0.0396)"

="18.id",="-0.0135",="",="-0.0520***"
="",="(0.0133)",="",="(0.0132)"

="19.id",="-0.0463*",="",="-0.0725***"
="",="(0.0273)",="",="(0.0277)"

="20.id",="-0.210***",="",="-0.303***"
="",="(0.00931)",="",="(0.0106)"

="21.id",="-0.140***",="",="-0.0587***"
="",="(0.0185)",="",="(0.0210)"

="22.id",="-0.121***",="",="-0.161***"
="",="(0.0203)",="",="(0.0208)"

="23.id",="-0.473***",="",="-0.445***"
="",="(0.0176)",="",="(0.0184)"

="24.id",="0.537***",="",="0.604***"
="",="(0.0252)",="",="(0.0242)"

="25.id",="-0.153***",="",="-0.187***"
="",="(0.0132)",="",="(0.0141)"

="26.id",="0.202***",="",="0.350***"
="",="(0.0187)",="",="(0.0199)"

="27.id",="-0.0319",="",="-0.140***"
="",="(0.0247)",="",="(0.0257)"

="28.id",="-0.181***",="",="-0.262***"
="",="(0.0144)",="",="(0.0146)"

="29.id",="-0.552***",="",="-0.683***"
="",="(0.0237)",="",="(0.0230)"

="30.id",="-0.174***",="",="-0.227***"
="",="(0.0218)",="",="(0.0200)"

="31.id",="0.364***",="",="0.418***"
="",="(0.0212)",="",="(0.0255)"

="32.id",="-0.0457***",="",="-0.0315"
="",="(0.0167)",="",="(0.0198)"

="33.id",="0.360***",="",="0.268***"
="",="(0.0249)",="",="(0.0309)"

="34.id",="0.118***",="",="0.209***"
="",="(0.0137)",="",="(0.0163)"

="35.id",="0.246***",="",="0.165***"
="",="(0.00927)",="",="(0.0116)"

="36.id",="0.0722***",="",="-0.00231"
="",="(0.0232)",="",="(0.0266)"

="37.id",="-0.0857***",="",="-0.123***"
="",="(0.0163)",="",="(0.0193)"

="38.id",="0.123***",="",="0.0468*"
="",="(0.0260)",="",="(0.0272)"

="39.id",="-0.391***",="",="-0.475***"
="",="(0.0170)",="",="(0.0183)"

="40.id",="-0.0982***",="",="-0.172***"
="",="(0.0169)",="",="(0.0182)"

="41.id",="-0.239***",="",="-0.387***"
="",="(0.0208)",="",="(0.0193)"

="42.id",="0.203***",="",="0.119***"
="",="(0.0268)",="",="(0.0284)"

="43.id",="0.260***",="",="0.443***"
="",="(0.0217)",="",="(0.0196)"

="44.id",="-0.176***",="",="-0.109***"
="",="(0.0173)",="",="(0.0187)"

="45.id",="0.0218",="",="0.108***"
="",="(0.0208)",="",="(0.0244)"

="46.id",="0.181***",="",="0.0719***"
="",="(0.0163)",="",="(0.0167)"

="47.id",="-0.157***",="",="-0.172***"
="",="(0.0251)",="",="(0.0256)"

="48.id",="0.558***",="",="0.609***"
="",="(0.0224)",="",="(0.0218)"

="49.id",="0.389***",="",="0.487***"
="",="(0.0164)",="",="(0.0223)"

="50.id",="0.0863***",="",="0.0446***"
="",="(0.0166)",="",="(0.0166)"

="51.id",="-0.368***",="",="-0.479***"
="",="(0.0173)",="",="(0.0217)"

="52.id",="-0.0604***",="",="-0.209***"
="",="(0.0146)",="",="(0.0135)"

="53.id",="0.402***",="",="0.565***"
="",="(0.0117)",="",="(0.0190)"

="54.id",="-0.374***",="",="-0.388***"
="",="(0.00991)",="",="(0.0118)"

="55.id",="0.489***",="",="0.664***"
="",="(0.0244)",="",="(0.0244)"

="56.id",="0.126***",="",="0.262***"
="",="(0.0235)",="",="(0.0213)"

="57.id",="0.695***",="",="0.869***"
="",="(0.0221)",="",="(0.0313)"

="58.id",="0.410***",="",="0.419***"
="",="(0.0229)",="",="(0.0269)"

="59.id",="0.0438**",="",="0.241***"
="",="(0.0196)",="",="(0.0232)"

="60.id",="-0.231***",="",="-0.306***"
="",="(0.0148)",="",="(0.0180)"

="61.id",="0.0239",="",="-0.0697***"
="",="(0.0234)",="",="(0.0242)"

="62.id",="0.0567**",="",="-0.0495*"
="",="(0.0234)",="",="(0.0259)"

="63.id",="-0.391***",="",="-0.437***"
="",="(0.0236)",="",="(0.0219)"

="64.id",="0.691***",="",="0.945***"
="",="(0.0187)",="",="(0.0263)"

="65.id",="-0.291***",="",="-0.369***"
="",="(0.0177)",="",="(0.0192)"

="66.id",="-0.288***",="",="-0.377***"
="",="(0.0110)",="",="(0.0133)"

="67.id",="-0.185***",="",="-0.123***"
="",="(0.0145)",="",="(0.0171)"

="68.id",="-0.508***",="",="-0.355***"
="",="(0.0141)",="",="(0.0183)"

="69.id",="-0.648***",="",="-0.585***"
="",="(0.0157)",="",="(0.0172)"

="70.id",="-0.338***",="",="-0.341***"
="",="(0.0121)",="",="(0.0143)"

="71.id",="-0.268***",="",="-0.273***"
="",="(0.0186)",="",="(0.0198)"

="72.id",="-0.269***",="",="-0.366***"
="",="(0.0118)",="",="(0.0167)"

="73.id",="-0.303***",="",="-0.367***"
="",="(0.0172)",="",="(0.0207)"

="74.id",="0.102***",="",="0.0976***"
="",="(0.0127)",="",="(0.0152)"

="75.id",="0.112***",="",="0.204***"
="",="(0.0289)",="",="(0.0423)"

="76.id",="0.511***",="",="0.646***"
="",="(0.0236)",="",="(0.0254)"

="77.id",="0.0650***",="",="0.0483***"
="",="(0.0144)",="",="(0.0146)"

="78.id",="-0.310***",="",="-0.361***"
="",="(0.0143)",="",="(0.0157)"

="79.id",="-0.258***",="",="-0.224***"
="",="(0.0126)",="",="(0.0147)"

="80.id",="-0.416***",="",="-0.339***"
="",="(0.0184)",="",="(0.0186)"

="81.id",="0.402***",="",="0.522***"
="",="(0.0171)",="",="(0.0212)"

="82.id",="-0.758***",="",="-0.714***"
="",="(0.0144)",="",="(0.0171)"

="83.id",="0.347***",="",="0.267***"
="",="(0.0161)",="",="(0.0176)"

="84.id",="0.386***",="",="0.369***"
="",="(0.0202)",="",="(0.0242)"

="85.id",="0.122***",="",="0.129***"
="",="(0.0201)",="",="(0.0226)"

="86.id",="-0.140***",="",="-0.110***"
="",="(0.0179)",="",="(0.0235)"

="87.id",="-0.239***",="",="-0.305***"
="",="(0.0243)",="",="(0.0248)"

="88.id",="-0.0490**",="",="-0.0223"
="",="(0.0207)",="",="(0.0214)"

="89.id",="0.389***",="",="0.630***"
="",="(0.0192)",="",="(0.0244)"

="90.id",="-0.273***",="",="-0.346***"
="",="(0.0213)",="",="(0.0229)"

="91.id",="-0.0547**",="",="-0.0970***"
="",="(0.0228)",="",="(0.0251)"

="92.id",="-0.0965***",="",="-0.0520**"
="",="(0.0223)",="",="(0.0246)"

="93.id",="-0.151***",="",="-0.158***"
="",="(0.00887)",="",="(0.0121)"

="94.id",="-0.521***",="",="-0.536***"
="",="(0.0235)",="",="(0.0247)"

="95.id",="-0.205***",="",="0.0436**"
="",="(0.0149)",="",="(0.0199)"

="96.id",="-0.199***",="",="-0.146***"
="",="(0.0186)",="",="(0.0200)"

="97.id",="-0.199***",="",="-0.352***"
="",="(0.0216)",="",="(0.0191)"

="98.id",="-0.397***",="",="-0.394***"
="",="(0.0247)",="",="(0.0249)"

="99.id",="0.0545***",="",="0.129***"
="",="(0.0171)",="",="(0.0131)"

="100.id",="-0.497***",="",="-0.374***"
="",="(0.0256)",="",="(0.0313)"

="101.id",="0.00500",="",="-0.0239"
="",="(0.0167)",="",="(0.0170)"

="102.id",="0.458***",="",="0.578***"
="",="(0.0198)",="",="(0.0202)"

="103.id",="-0.203***",="",="-0.267***"
="",="(0.0130)",="",="(0.0151)"

="104.id",="0.474***",="",="0.530***"
